Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,32-183,2,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Toni Lato,es ESP,"DF,MF",Mallorca,es La Liga,28-173,11,499,7,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Josh Laurent,eng ENG,"DF,MF",Burnley,eng Premier League,31-007,32,1744,24,28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,27-160,36,2440,11,7,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
Matteo Lavelli,it ITA,FW,Inter,it Serie A,19-156,1,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,22-127,12,382,7,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Valentino Lazaro,at AUT,MF,Torino,it Serie A,30-050,31,2252,25,22,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,32-165,21,917,8,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andréa Le Borgne,fr FRA,MF,Como,it Serie A,19-290,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,23-224,28,1893,28,17,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-283,5,328,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Enzo Le Fée,fr FRA,"MF,FW",Sunderland,eng Premier League,26-099,34,2751,53,26,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-254,4,195,0,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29-183,27,1699,16,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nicola Leali,it ITA,GK,Genoa,it Serie A,33-085,21,1757,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rafael Leão,pt POR,FW,Milan,it Serie A,26-337,28,1828,3,5,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32-353,21,1692,33,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32-353,2,180,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jordan Lefort,mr MTN,DF,Angers,fr Ligue 1,32-277,33,2970,31,46,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Alexander Legendre,ec ECU,MF,Rennes,fr Ligue 1,18-021,6,45,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,27-110,22,1873,14,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-360,3,162,1,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-358,34,3050,41,45,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Youssef Lekhedim,es ESP,"DF,MF",Alavés,es La Liga,20-218,24,1290,9,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,33-009,10,569,10,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Thomas Lemar,fr FRA,MF,Girona,es La Liga,30-182,25,1210,14,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22-279,11,555,6,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Louis Lemke,de GER,DF,Hamburger SV,de Bundesliga,16-217,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,24-097,28,1899,15,6,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ruben Lendinez,es ESP,DF,Valencia,es La Liga,23-060,1,4,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-330,17,1273,8,19,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Bernd Leno,de GER,GK,Fulham,eng Premier League,34-070,36,3240,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,33-191,28,2370,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,26-025,2,174,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,26-025,31,2421,5,3,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23-203,27,2173,47,26,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mehdi Léris,dz ALG,MF,Pisa,it Serie A,27-355,32,1761,30,18,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,31-200,28,1536,15,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,20-110,23,1441,23,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-265,28,1400,3,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,25-076,31,2277,11,12,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21-173,10,317,4,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Keane Lewis-Potter,eng ENG,"DF,MF",Brentford,eng Premier League,25-080,34,1794,13,8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Myles Lewis-Skelly,eng ENG,"MF,DF",Arsenal,eng Premier League,19-229,18,601,5,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-306,19,1212,13,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-274,13,1170,13,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pedro Lima,br BRA,MF,Wolves,eng Premier League,19-316,7,245,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Victor Lindelöf,se SWE,"DF,MF",Aston Villa,eng Premier League,31-300,15,831,3,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,26-073,13,379,6,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-360,22,924,15,12,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Pol Lirola,es ESP,MF,Hellas Verona,it Serie A,28-273,6,305,3,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,28-273,3,34,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Adrián Liso,es ESP,"FW,MF",Getafe,es La Liga,21-041,27,1621,22,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,20-080,4,264,2,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,23-182,17,1328,14,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Marin Ljubicic,hr CRO,FW,Union Berlin,de Bundesliga,24-074,2,22,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javier Llabrés,es ESP,MF,Mallorca,es La Liga,23-244,16,187,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego Llorente,es ESP,DF,Real Betis,es La Liga,32-270,17,1139,13,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,31-103,28,2091,40,13,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-299,28,2308,24,43,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Giovani Lo Celso,ar ARG,MF,Real Betis,es La Liga,30-034,22,1311,13,6,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25-258,29,2446,24,9,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31-169,30,2305,14,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,28-125,34,2814,63,36,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,24-007,20,1277,28,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,30-110,27,1127,7,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28-195,22,980,23,12,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28-205,12,795,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ademola Lookman,ng NGA,"FW,MF",Atlético Madrid,es La Liga,28-205,10,495,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-224,31,2788,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David López,es ESP,DF,Girona,es La Liga,36-216,4,203,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
David López,es ESP,DF,Mallorca,es La Liga,23-099,12,702,5,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Diego López,es ESP,"MF,FW",Valencia,es La Liga,24-000,31,1548,14,13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fer López,es ESP,MF,Wolves,eng Premier League,21-354,9,235,1,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21-354,15,1008,7,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Fermin López,es ESP,MF,Barcelona,es La Liga,23-002,29,1752,22,6,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
Hugo López,es ESP,MF,Villarreal,es La Liga,19-132,2,56,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Javi López,es ESP,DF,Oviedo,es La Liga,24-049,23,1607,23,18,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,34-073,5,45,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,28-160,25,1936,17,11,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Pau López,es ESP,GK,Real Betis,es La Liga,31-151,9,810,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-195,26,1507,14,19,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,21-066,1,29,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorran,br BRA,FW,Pisa,it Serie A,19-313,9,122,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iker Losada,es ESP,MF,Levante,es La Liga,24-285,21,825,9,9,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,23-009,26,1363,17,9,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Marius Louer,fr FRA,DF,Angers,fr Ligue 1,19-063,9,543,16,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sandi Lovrić,si SVN,MF,Udinese,it Serie A,28-046,6,161,4,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sandi Lovrić,si SVN,MF,Hellas Verona,it Serie A,28-046,5,169,4,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Felipe Loyola,cl CHI,MF,Pisa,it Serie A,25-185,10,508,7,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pol Lozano,es ESP,MF,Espanyol,es La Liga,26-219,31,2013,17,23,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sergio Lozano,es ESP,MF,Levante,es La Liga,27-050,1,12,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lucas,br BRA,"MF,DF",Burnley,eng Premier League,25-050,18,1229,19,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25-245,16,408,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lorenzo Lucca,it ITA,FW,Nottingham Forest,eng Premier League,25-245,4,129,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jhon Lucumí,co COL,DF,Bologna,it Serie A,27-321,28,2197,21,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Oier Luengo,es ESP,DF,Oviedo,es La Liga,28-183,3,225,5,2,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Florentino Luís,pt POR,MF,Burnley,eng Premier League,26-267,29,1938,43,35,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
José Luis Gayà,es ESP,DF,Valencia,es La Liga,30-353,31,2386,43,22,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
José Luis Morales,es ESP,MF,Levante,es La Liga,38-294,20,363,5,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,28-004,11,531,10,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Douglas Luiz,br BRA,MF,Nottingham Forest,eng Premier League,28-004,8,315,3,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Romelu Lukaku,be BEL,FW,Napoli,it Serie A,33-000,5,44,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,23-147,25,2086,12,31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dodi Lukebakio,be BEL,MF,Sevilla,es La Liga,28-231,2,180,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29-273,25,1644,25,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23-364,32,2186,25,28,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,27-091,6,540,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,29-249,13,1127,8,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-249,19,1706,12,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Iker Luque,es ESP,DF,Atlético Madrid,es La Liga,20-342,1,28,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,22-125,3,198,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Zito Luvumbo,ao ANG,"FW,MF",Mallorca,es La Liga,24-065,8,395,0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,24-065,12,329,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,32-203,10,627,10,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,27-083,30,2662,33,75,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mathias Løvik,no NOR,MF,Parma,it Serie A,22-158,9,471,8,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,24-064,28,1509,29,16,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,27-140,35,2478,25,17,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,32-253,14,907,16,8,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Deiver Machado,co COL,MF,Lens,fr Ligue 1,32-253,5,273,1,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-261,1,44,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,20-212,21,506,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,26-225,31,1059,4,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Carlos Macià,es ESP,MF,Villarreal,es La Liga,17-254,4,81,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
James Maddison,eng ENG,"FW,MF",Tottenham Hotspur,eng Premier League,29-171,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,17-121,5,157,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,24-064,25,1129,10,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-305,28,2392,29,32,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28-145,30,2616,20,22,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22-217,22,981,23,17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-348,31,2587,44,42,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,26-251,17,1253,3,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,33-069,21,1473,14,11,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Arne Maier,de GER,MF,Augsburg,de Bundesliga,27-125,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mike Maignan,fr FRA,GK,Milan,it Serie A,30-314,35,3115,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26-324,23,978,6,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,31-188,33,2970,30,32,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,21-024,26,1482,18,16,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,28-257,29,2438,36,33,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26-178,10,864,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,28-116,27,1370,18,8,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19-302,15,237,4,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-335,30,1734,16,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-283,19,1088,9,11,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18-342,8,93,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,19-260,33,1877,13,8,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26-269,2,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-347,11,516,6,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daniel Maldini,it ITA,FW,Lazio,it Serie A,24-214,10,638,9,3,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-214,9,264,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,27-264,12,1004,11,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27-264,9,460,4,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,27-124,21,656,2,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Donyell Malen,nl NED,FW,Roma,it Serie A,27-124,16,1302,1,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,33-009,33,2145,19,16,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,26-217,20,471,8,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,29-011,8,706,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-226,9,777,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,25-115,16,524,10,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aitor Mañas,es ESP,FW,Alavés,es La Liga,23-128,7,72,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Gianluca Mancini,it ITA,DF,Roma,it Serie A,30-026,34,2887,26,42,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,32-112,23,1786,20,29,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,34-203,28,2334,21,43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-318,32,2304,24,15,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,21-066,4,131,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mateus Mane,pt POR,MF,Wolves,eng Premier League,18-239,25,1615,12,4,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,28-056,8,344,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,18-108,1,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,18-249,1,90,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-211,26,2006,14,27,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-287,26,1145,6,3,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23-200,30,2425,20,17,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Marcão,br BRA,DF,Sevilla,es La Liga,29-342,13,938,4,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Solly March,eng ENG,MF,Brighton,eng Premier League,31-297,2,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-313,22,811,12,5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-255,11,808,8,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,31-113,16,1178,12,15,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mariano,do DOM,FW,Alavés,es La Liga,32-285,10,288,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luca Marianucci,it ITA,DF,Torino,it Serie A,21-294,9,530,4,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-294,2,119,2,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,21-038,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Marius Marin,ro ROU,MF,Pisa,it Serie A,27-256,23,1281,26,14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-314,31,1332,17,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-359,21,1799,22,20,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Renato Marin,it ITA,GK,Paris Saint-Germain,fr Ligue 1,19-307,2,180,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,26-130,9,645,4,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
João Mário Lopes,pt POR,MF,Juventus,it Serie A,26-130,10,258,3,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,32-007,26,2100,28,27,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
