Player,Nation,Pos,Squad,Comp,Age,MP,Min,TklW,Int,Clr,Blocks,Carries,PrgDist,FinalThird,Ast,KP,CrsPA
Joël Veltman,nl NED,DF,Brighton,eng Premier League,34-118,23,993,17,19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Micky van de Ven,nl NED,DF,Tottenham Hotspur,eng Premier League,25-024,33,2861,19,20,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,de Bundesliga,23-109,21,660,13,10,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,29-017,17,745,9,15,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,21-265,9,446,3,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nacho Vidal,es ESP,DF,Oviedo,es La Liga,31-109,26,2103,30,29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mattia Viti,it ITA,"MF,DF",Fiorentina,it Serie A,24-109,10,265,4,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Martin Vitík,cz CZE,DF,Bologna,it Serie A,23-112,19,1325,22,8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,26-302,29,2429,36,33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mërgim Vojvoda,xk KVX,"MF,DF",Como,it Serie A,31-101,29,1583,4,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Stefan de Vrij,nl NED,DF,Inter,it Serie A,34-097,9,500,9,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luka Vušković,hr CRO,DF,Hamburger SV,de Bundesliga,19-078,27,2352,17,36,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Hauke Wahl,de GER,DF,St Pauli,de Bundesliga,32-028,29,2502,32,28,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Kyle Walker,eng ENG,"DF,MF",Burnley,eng Premier League,35-350,34,2916,31,41,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Kyle Walker-Peters,eng ENG,DF,West Ham United,eng Premier League,29-030,22,1293,30,9,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Sebastian Walukiewicz,pl POL,DF,Sassuolo,it Serie A,26-038,34,2852,34,23,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Aaron Wan-Bissaka,cd COD,"DF,MF",West Ham United,eng Premier League,28-168,24,2019,23,40,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Timothy Weah,us USA,"MF,DF",Marseille,fr Ligue 1,26-080,28,2166,34,14,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Ben White,eng ENG,DF,Arsenal,eng Premier League,28-217,12,702,9,9,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Mats Wieffer,nl NED,DF,Brighton,eng Premier League,26-178,25,1813,41,24,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Neco Williams,wls WAL,DF,Nottingham Forest,eng Premier League,25-030,35,3024,58,42,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Maximilian Wöber,at AUT,DF,Werder Bremen,de Bundesliga,28-098,2,37,1,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,24-237,2,64,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Joe Worrall,eng ENG,DF,Burnley,eng Premier League,29-123,11,500,2,6,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Terry Yegbe,gh GHA,DF,Metz,fr Ligue 1,25-108,23,1873,7,21,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Darlin Yongwa,cm CMR,"DF,MF",Lorient,fr Ligue 1,25-233,23,1312,24,11,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Leny Yoro,fr FRA,DF,Manchester Utd,eng Premier League,20-181,31,1723,19,30,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Ali Yousuf,ly LBY,DF,Nantes,fr Ligue 1,24-308,13,969,7,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Etienne Youte Kinkoue,fr FRA,"DF,MF",Le Havre,fr Ligue 1,24-119,8,329,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Illia Zabarnyi,ua UKR,DF,Paris Saint-Germain,fr Ligue 1,23-254,26,2207,17,18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Dan-Axel Zagadou,fr FRA,DF,Stuttgart,de Bundesliga,26-344,3,209,4,5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Stephan Zagadou,fr FRA,DF,Le Havre,fr Ligue 1,17-201,8,495,5,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Warren Zaïre-Emery,fr FRA,"DF,MF",Paris Saint-Germain,fr Ligue 1,20-066,31,2390,29,11,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
Denis Zakaria,ch SUI,"DF,MF",Monaco,fr Ligue 1,29-174,23,1941,24,40,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Gabriele Zappa,it ITA,DF,Cagliari,it Serie A,26-142,29,1417,17,17,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
Nils Zätterström,se SWE,DF,Genoa,it Serie A,21-045,2,91,0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Aaron Zehnter,de GER,"DF,MF",Wolfsburg,de Bundesliga,21-194,20,1456,10,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jordan Zemura,zw ZIM,"MF,DF",Udinese,it Serie A,26-180,15,1017,17,6,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Cedric Zesiger,ch SUI,DF,Augsburg,de Bundesliga,27-323,26,1726,23,16,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Oleksandr Zinchenko,ua UKR,DF,Nottingham Forest,eng Premier League,29-149,5,353,6,2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jan Ziółkowski,pl POL,DF,Roma,it Serie A,20-342,16,483,14,7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luck Zogbé,ci CIV,DF,Brest,fr Ligue 1,21-050,9,288,5,3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nadir Zortea,it ITA,DF,Bologna,it Serie A,26-328,31,1794,17,20,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
Yanis Zouaoui,dz ALG,"DF,MF",Le Havre,fr Ligue 1,28-017,30,2338,30,27,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
Igor Zubeldia,es ESP,DF,Real Sociedad,es La Liga,29-044,22,1898,18,22,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
